,Date,Issuer,Symbol,Managers,Offer Price,Opening Price,1st Day Close,1st Day % Chg
3360,8/9/01,Intier Automotive,IAIA,BMN Nesbitt Burns/Credit Suisse First Boston,13.72,13.7,14.0,0.020408163265306076
3380,11/20/01,Magma Design Automation ,LAVA,Credit Suisse First Boston,13.0,18.25,18.99,0.46076923076923065
3404,5/23/00,Integrated Circuit Systems ,ICST,Credit Suisse First Boston,13.0,13.0,12.0,-0.07692307692307693
3406,5/24/00,Centillium Communications ,CTLM,Credit Suisse First Boston,19.0,20.25,22.88,0.20421052631578943
3425,6/21/00,Handspring ,HAND,Credit Suisse First Boston,20.0,27.0,26.94,0.3470000000000001
3428,6/23/00,Accelerated Networks ,ACCL,Credit Suisse First Boston,15.0,33.0,47.88,2.192
3439,6/29/00,Virage ,VRGE,Credit Suisse First Boston,11.0,14.5,16.88,0.5345454545454544
3456,7/13/00,Triton Network Systems ,TNSI,Credit Suisse First Boston,15.0,35.0,38.88,1.592
3462,7/19/00,Support.com ,SPRT,Credit Suisse First Boston,14.0,25.5,32.63,1.330714285714286
3463,7/20/00,Airspan Networks ,AIRN,Credit Suisse First Boston,15.0,41.5,31.94,1.1293333333333335
3468,7/21/00,Variagenics ,VGNX,Credit Suisse First Boston,14.0,22.75,24.5,0.75
3484,7/28/00,Corvis ,CORV,Credit Suisse First Boston,36.0,74.0,84.72,1.3533333333333333
3486,7/28/00,Lexent ,LXNT,Credit Suisse First Boston,15.0,20.0,25.56,0.704
3498,8/2/00,Floware Wireless Systems ,FLRE,Credit Suisse First Boston,13.0,18.5,18.14,0.39538461538461545
3500,8/3/00,Screaming Media.com ,SCRM,Credit Suisse First Boston,12.0,11.13,10.5,-0.125
3523,8/9/00,ChipPAC ,CHPC,Credit Suisse First Boston,12.0,12.5,13.0,0.08333333333333333
3530,8/9/00,McData ,MCDT,Credit Suisse First Boston,28.0,73.0,85.56,2.0557142857142856
3535,8/10/00,Evolve Software ,EVLV,Credit Suisse First Boston,9.0,9.0,18.0,1.0
3556,9/19/00,Chiles Offshore ,COD,Credit Suisse First Boston,19.0,21.06,21.0,0.10526315789473684
3558,9/21/00,OmniSky ,OMNY,Credit Suisse First Boston,12.0,17.13,17.64,0.47000000000000003
3563,9/27/00,HyDril ,HYDL,Salomon Smith Barney/Credit Suisse First Boston,17.0,19.0,20.38,0.19882352941176465
3564,9/27/00,AvantGo ,AVGO,Credit Suisse First Boston,12.0,22.5,20.0,0.6666666666666666
3569,9/28/00,University of Phoenix Online,UOPX,Credit Suisse First Boston,14.0,14.0,17.81,0.2721428571428571
3571,9/29/00,atRoad ,ARDI,Credit Suisse First Boston,9.0,9.0,7.19,-0.20111111111111107
3586,10/5/00,TNPC (The New Power Co.)  ,NPW,Credit Suisse First Boston/Donaldson Lufkin & Jenrette,21.0,28.5,27.0,0.2857142857142857
3598,10/20/00,Westport Resources ,WRC,Credit Suisse First Boston,15.0,16.0,17.13,0.14199999999999993
3608,11/9/00,Inficon ,IFCN,Credit Suisse First Boston,12.66,12.69,12.5,-0.012638230647709331
3612,11/10/00,Luminent ,LMNE,Credit Suisse First Boston,12.0,12.06,12.13,0.010833333333333398
3616,11/16/00,Novatel Wireless ,NVTL,Credit Suisse First Boston,8.0,8.38,9.0,0.125
3627,12/8/00,Garmin ,GRMN,Credit Suisse First Boston/Merrill Lynch,14.0,15.81,20.0,0.42857142857142855
3630,12/11/00,Gemplus ,GEMP,Credit Suisse First Boston,10.69,12.0,13.38,0.2516370439663238
3632,12/15/00,Resources Connection ,RECN,Credit Suisse First Boston,12.0,13.63,16.0,0.3333333333333333
